,idmb_id,plot,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
618,tt0397113,"september, 2001. on its last leg homeward, from pearl harbour hawaii to san diego, the uss constellation hosts a jolly 'tiger cruise' for usnavy, marines and usnaf relatives, mainly minors 'navy brats'. attitudes and emotions vary from simple joy to open frustration, the worst brat being xo commander gary dolan's daughter maddie, who wants him to refuse a promotion to command for a shore job. then the news of the wcc terror crisis changes everything, as the crew is recalled to war footing.","[0.3536003, 0.60553056, 0.040869143]",1,"[0.46027508, 0.50792253, 0.031802416]",1,"[0.36459804, 0.5778607, 0.057541214]",1,"[0.49981213, 0.30646268, 0.19372523]",0,"[0.7980489, 0.050896093, 0.15105502]",0,"[0.45907822, 0.4749769, 0.065944895]",1
619,tt0117913,"in canton, mississippi, 10-year old tonya hailey is viciously brutalized by two white racist rednecks james louis pete willard and billy ray cobb. almost immediately after tonya is found and rushed to a hospital, pete and billy ray are found at a roadside bar, where they had been bragging about what they did to tonya. tonya's understandably distraught and enraged father, carl lee hailey, remembers a case from a year ago, when four white men raped an african american girl in a nearby town, and got acquitted. carl is determined to not let that happen in this case. while deputy dwayne powell looney is escorting pete and billy ray up a flight of stairs to a court room, carl emerges from the building's basement with an assault rifle, and he kills pete and billy ray for what they did to tonya. carl is later arrested at his house by african american sheriff ozzie walls, and carl is scheduled to be placed on trial. despite the efforts of the naacp and local african american leaders to persuade carl to choose some of their high powered attorneys, carl wants to be represented by his friend jake tyler brigance, who has a wife named carla and a daughter named hannah. presiding over the trial is white judge omar noose, and the prosecution attorney is rufus buckley, who would like nothing more than to win the case and swim in the publicity that a win would generate, because rufus realizes that a murder conviction could help him gain higher office. helping jake on the case are his former law professor lucien wilbanks, fellow attorney harry rex vonner, and law student ellen roark. ellen has had experience with death penalty cases, and that's exactly what rufus may be seeking. to start things off, noose denies bail and denies jake's petition for a change of venue. carl has also been fired from his job. billy ray cobb's brother freddie lee cobb wants revenge on carl, so freddy gets the help of the mississippi branch of the kkk, led by mississippi grand dragon stump sisson. carl's wife gwen tells carl that a doctor has said that because of pete and billy ray, tonya's reproductive organs are damaged enough to where she won't be able to have kids when she grows up. that night, a kkk member is found trying to plant a bomb under jake's porch. jake's secretary ethel twitty and her husband bud are also attacked by the kkk. still, jake, harry, lucien, and ellen continue to help carl. on the day the trial begins, there is a riot outside the court building between the kkk and the area's african american residents, and stump sisson is killed by a molotov cocktail that was dropped from a roof by one of carl's sons, who was not seen dropping it. freddy and the kkk start burning crosses throughout canton, and one of the crosses burns jake's house down while jake and his family are not home. as a result, the national guard is called to canton to keep the peace during the trial. but freddy is not about to let that stop him. while freddy continues his efforts to get revenge on carl for billy ray's death, carl's attorneys put everything they've got into carl's defense.","[0.85907364, 0.12563917, 0.015287129]",0,"[0.90391695, 0.08250598, 0.013577069]",0,"[0.8931026, 0.09138183, 0.015515593]",0,"[0.9003944, 0.08617737, 0.013428189]",0,"[0.9427721, 0.044953626, 0.012274308]",0,"[0.92985356, 0.056858875, 0.01328759]",0
620,tt0092095,"construction worker, chuck hassan, has a heart attack and is no longer able to work and support his family. after losing their home and savings, his wife, concetta, looks for work and decides to join the army, to take advantage of the security and benefits. she advances quickly and eventually becomes a helicopter pilot.","[0.5580656, 0.026200809, 0.41573358]",0,"[0.5008789, 0.018232526, 0.48088858]",0,"[0.36760417, 0.33471704, 0.29767886]",0,"[0.29077488, 0.6229678, 0.08625733]",1,"[0.67275274, 0.27388012, 0.053367175]",0,"[0.4693784, 0.38434696, 0.14627457]",0
621,tt0096279,"the true story of jan scruggs, an embittered vietnam veteran who returns from the war a broken man. however, with the help of his loving wife becky, he begins to find a new life for himself, and a personal goal when he agrees to begin a determined campaign to raise funds for a veteran's memorial.","[0.4630804, 0.32510448, 0.21181509]",0,"[0.27775684, 0.6585083, 0.0637349]",1,"[0.40368676, 0.44858915, 0.14772406]",1,"[0.30833805, 0.61526257, 0.076399356]",1,"[0.7063583, 0.05638283, 0.23725888]",0,"[0.51362157, 0.2984748, 0.18790373]",0
622,tt0035447,"sergeant dixie smith has more raw recruits to turn into marines, if he can. among them is cocky casanova chris winters, son of an officer, who's just tried to mash mary carter, a major's niece. once on base, he finds mary's a nurse and an off limits officer. does this stop him? of course not. but his attitude problem soon puts him in a position where he must redeem himself, with december 7, 1941 fast approaching.","[0.43236205, 0.5210408, 0.046597105]",1,"[0.52366686, 0.4317868, 0.044546396]",0,"[0.51381487, 0.4374824, 0.048702653]",0,"[0.5178152, 0.42513943, 0.05704544]",0,"[0.81657165, 0.147212, 0.036216408]",0,"[0.49567363, 0.44930762, 0.055018764]",0
623,tt0120347,"agent james bond 007 is on a mission which includes a media tycoon, his former lover and a chinese agent. elliot carver wants to complete his global media empire, but in order for this to work, he must achieve broadcasting rights in china. carver wants to start up world war iii by starting a confrontation over british and chinese waters. bond gains the help of wai lin on his quest to stop him, but how will bond feel when he meets up with his former lover, who is now carver's wife.","[0.463399, 0.5166063, 0.019994736]",1,"[0.48653328, 0.49169236, 0.021774305]",1,"[0.6333592, 0.30581537, 0.06082546]",0,"[0.3172282, 0.6531244, 0.029647456]",1,"[0.97641355, 0.011359963, 0.012226418]",0,"[0.75223005, 0.18714672, 0.060623206]",0
624,tt0096286,"the true story of calvin graham who at the age of twelve, but looking quite a lot older, succeeded in joining the navy during world war ii. in spite of his young age, he received a purple hart for his bravery in the battle of guadalcanal. when he reported back to his unit after a leave, his world collapsed. due to a misunderstanding he is reported as a deserter which is the start of a real nightmare.","[0.08530727, 0.88433206, 0.030360688]",1,"[0.14326988, 0.83215773, 0.024572428]",1,"[0.16738199, 0.7571366, 0.07548137]",1,"[0.5626005, 0.05651443, 0.38088506]",0,"[0.8441495, 0.03516897, 0.120681606]",0,"[0.11103263, 0.855231, 0.03373629]",1
625,tt0092099,"lieutenant pete maverick mitchell is an expert united states naval aviator. when he encounters a pair of migs over the persian gulf, his wingman is clearly outflown and freaks. on almost no fuel, maverick is able to talk him back down to the carrier. when his wingman turns in his wings, maverick is moved up in the standings and sent to the top gun naval flying school. there he fights the attitudes of the other pilots and an old story of his father's death in combat that killed others due to his father's error. maverick struggles to be the best pilot, stepping on the toes of his other students and in another way to charlie blackwood, a civilian instructor to whom he is strongly attracted.","[0.313434, 0.56965554, 0.116910495]",1,"[0.2869415, 0.6688719, 0.044186614]",1,"[0.34000614, 0.42724827, 0.23274557]",1,"[0.16991039, 0.13784496, 0.69224465]",2,"[0.58357805, 0.28339738, 0.13302463]",0,"[0.5131703, 0.26203734, 0.22479242]",0
626,tt0066473,"this dramatic retelling of the pearl harbor attack details everything in the days that led up to that tragic moment in american history. as united states and japanese relations strain over the u.s. embargo of raw materials, air staff officer minoru genda tatsuya mihashi plans the preemptive strike against the united states. although american intelligence agencies intercept japanese communications hinting at the attack, they are unwilling to believe such a strike could ever occur on u.s. soil.","[0.2156937, 0.7697538, 0.014552458]",1,"[0.31938738, 0.66806376, 0.012548859]",1,"[0.6361787, 0.29517388, 0.06864748]",0,"[0.2771265, 0.6994026, 0.023470981]",1,"[0.82970005, 0.15662587, 0.013674105]",0,"[0.43458068, 0.543712, 0.021707369]",1
627,tt0046450,"carrier pilot lieutenant bob bingham mark stevens is rescued at sea by a submarine after he freezes at the controls and crashes, killing his two crewmen. he returns to civilian life but ...","[0.5685797, 0.34111622, 0.090304114]",0,"[0.53672135, 0.40234706, 0.06093164]",0,"[0.5255586, 0.26953346, 0.20490797]",0,"[0.47488323, 0.3850105, 0.1401063]",0,"[0.8404452, 0.12507688, 0.034477953]",0,"[0.56256443, 0.34997237, 0.08746326]",0
628,tt0052303,the commander of an american submarine during world war ii sets out to destroy the japanese aircraft carrier which launched the attack on pearl harbour. his wife and child have been captured by the japanese and they are using them and other prisoners of war as human shields for the carrier.,"[0.1678307, 0.82379764, 0.008371636]",1,"[0.23808296, 0.75326097, 0.008656109]",1,"[0.3709815, 0.5674385, 0.06158003]",1,"[0.20977405, 0.76816, 0.022065978]",1,"[0.89971316, 0.08072953, 0.019557275]",0,"[0.37751696, 0.6106341, 0.011848973]",1
